"V1" "geneID" "pSex" "meanM" "meanF" "sexbias" "bias" "pSex_MA" "meanM_MA" "meanF_MA" "sexbias_MA" "bias_MA" "pSex_BH" "pSex_BH_MA" "meandifdif" "meandifdiv" "meandifdiffoSexBiasmales" "meandifdiffoSexBiasfemales" "meandifdifmoSexBiase" "deltaM_M" "deltaM_F" "CHROM" "CHROM_SH"
"1202" 1202 "LOC110191494" 7.50069928415273e-05 5.3211808449914 6.41221807187784 -1.09103722688644 "F" 1.99566037988306e-117 4.76812876997583 5.64759846470302 -0.879469694727188 "U" 0.000201284782929098 4.39881454124504e-117 -0.211567532159252 0.806085872282273 -0.553052075015571 -0.764619607174819 0.211567532159249 -0.371193169286405 -0.425872027546144 "2R" "Auto"
"1203" 1203 "LOC110191473" 3.20061680509626e-05 5.34621745297589 6.16827845868379 -0.822061005707902 "U" 1.12340111315132e-80 5.84046420316919 6.46579478857568 -0.625330585406492 "U" 0.000114852511182422 1.78724963384618e-80 -0.19673042030141 0.76068634938839 0.4942467501933 0.29751632989189 0.19673042030141 0.330171187480135 0.172261730426028 "2R" "Auto"
"1204" 1204 "LOC110191507" 0.000155827321893592 6.89729375409496 6.22836299749028 0.668930756604678 "U" 3.87049703864631e-167 6.75104013602346 6.11510342065123 0.635936715372232 "U" 0.000342135057613337 1.64116561697786e-166 -0.0329940412324461 0.950676447589411 -0.1462536180715 -0.113259576839051 -0.0329940412324499 -0.0757303326315841 -0.0649445911989856 "2R" "Auto"
"1205" 1205 "LOC110191477" 0.0935091456007073 5.2627466060268 4.60467481213205 0.658071793894752 "U" 1.40728924307008e-36 5.25842705645283 4.80410070638267 0.454326350070153 "U" 0.100982710816365 1.73976490945731e-36 -0.203745443824599 0.69039024964321 -0.00431954957397007 0.19942589425062 -0.20374544382459 -0.00293135199527033 0.154676576667871 "2R" "Auto"
"1206" 1206 "LOC110191555" 1.83189564045341e-05 6.76926235534747 5.89328072356103 0.875981631786432 "U" 1.14824890534117e-155 6.93798229373503 6.14290522084504 0.795077072889986 "U" 8.19472137121194e-05 4.09251676244226e-155 -0.080904558896446 0.907641261002867 0.16871993838756 0.24962449728401 -0.0809045588964503 0.0890157859003634 0.151276700287562 "2R" "Auto"
"1207" 1207 "LOC110191645" 0.0166751152242323 5.49261123140556 5.71905312303261 -0.226441891627055 "U" 1.58043981146597e-08 6.10406031116264 6.25768085812621 -0.153620546963573 "U" 0.0194621112608219 1.71355462383594e-08 -0.072821344663482 0.678410456032503 0.61144907975708 0.5386277350936 0.0728213446634802 0.397578969531278 0.336361709026597 "2R" "Auto"
"1208" 1208 "LOC110191681" 9.88539954805937e-05 9.98465124917923 7.62012138545298 2.36452986372625 "M" 1.38287323254177e-127 10.0575914007047 8.30694646159657 1.7506449391081 "M" 0.000243159874793443 3.44126542982879e-127 -0.61388492461815 0.740377597240099 0.0729401515254704 0.686825076143591 -0.61388492461812 0.026090099159328 0.321903887934852 "2R" "Auto"
"1209" 1209 "LOC110191657" 0.00216904827865371 6.15138348145511 5.79851573101072 0.352867750444383 "U" 1.10544663221282e-12 6.5592939472808 6.37602128374747 0.183272663533331 "U" 0.00296419005486698 1.22791094802806e-12 -0.169595086911052 0.519380598829241 0.40791046582569 0.57750555273675 -0.16959508691106 0.236828527538003 0.355697893544072 "2R" "Auto"
"1210" 1210 "LOC110191656" 0.000101545268670503 4.09314596718983 3.16185364104488 0.931292326144952 "U" 6.72969837250851e-31 4.49424129534246 4.13248693178819 0.361754363554269 "U" 0.000248309177278878 8.1211270618542e-31 -0.569537962590683 0.38844340643473 0.40109532815263 0.97063329074331 -0.56953796259068 0.349971226609908 1.09636556921554 "2R" "Auto"
"1211" 1211 "LOC110191659" 1.97026306468717e-05 6.1196000049078 7.17877484491906 -1.05917484001126 "F" 1.00579535943832e-204 6.21381026551737 7.48009599303366 -1.26628572751629 "F" 8.602077965515e-05 8.29334501706142e-204 0.20711088750503 1.19553984826795 0.0942102606095707 0.3013211481146 -0.20711088750503 0.0549815700687813 0.149906771113432 "2R" "Auto"
"1212" 1212 "LOC110191660" 0.000152255368077255 9.65225882391854 7.57861438683862 2.07364443707993 "M" 5.41817609140496e-176 9.59663027071972 7.94119960074854 1.65543066997118 "M" 0.000335627825664636 2.63918688501707e-175 -0.41821376710875 0.798319442026584 -0.0556285531988205 0.36258521390992 -0.418213767108741 -0.0205830995527373 0.170868595027647 "2R" "Auto"
"1213" 1213 "LOC110191662" 0.000419809599629089 2.64155343798384 3.89875473019084 -1.257201292207 "F" 1.34223634773257e-83 3.22581176320939 4.28051778815523 -1.05470602494584 "F" 0.000739776139051617 2.18338219335348e-83 -0.20249526726116 0.838931706070965 0.58425832522555 0.38176305796439 0.202495267261161 0.789927943838288 0.349711532806072 "2R" "Auto"
"1214" 1214 "LOC110191658" 0.000311184965093585 3.17082480034808 4.59601210706747 -1.4251873067194 "F" 1.51685237412239e-170 3.27944978129702 4.59041622500846 -1.31096644371144 "F" 0.000579922291183269 6.76624199219886e-170 -0.11422086300796 0.919855542868339 0.10862498094894 -0.00559588205901029 0.11422086300795 0.122348721534328 -0.0043483986992031 "2R" "Auto"
"1215" 1215 "LOC110191663" 4.86749765711817e-06 5.59548534394242 6.58474628074074 -0.989260936798313 "U" 9.71986632694469e-91 4.80180699766552 5.65275414411917 -0.850947146453644 "U" 4.17040434444294e-05 1.66304130932178e-90 -0.138313790344669 0.860184724575991 -0.7936783462769 -0.93199213662157 0.13831379034467 -0.506580814385682 -0.50549302936887 "2R" "Auto"
"1216" 1216 "LOC110191666" 6.06304632040677e-05 6.58051548702415 7.55546466906807 -0.974949182043922 "U" 6.89683020641322e-85 6.9396970449108 7.63385310290772 -0.69415605799692 "U" 0.000174102978581986 1.13168823370361e-84 -0.280793124047002 0.711992041002244 0.35918155788665 0.0783884338396499 0.280793124047 0.194937810069149 0.0370538020554327 "2R" "Auto"
"1217" 1217 "LOC110191667" 7.33126383539642e-05 4.24497774122321 4.84791155079365 -0.602933809570445 "U" 1.57727069508008e-22 4.8025665435902 5.17963052602365 -0.377063982433447 "U" 0.000198649572564298 1.83491715389605e-22 -0.225869827136998 0.625382050978503 0.55758880236699 0.33171897523 0.225869827136989 0.469116377347194 0.244375462177622 "2R" "Auto"
"1218" 1218 "LOC110191664" 0.000311471424190692 7.05304872550559 6.58074349041448 0.472305235091108 "U" 1.40511314241153e-108 7.41865689224692 6.5911054721933 0.827551420053619 "U" 0.000580058217131972 2.81987482369516e-108 0.355246184962511 1.75215381615235 0.36560816674133 0.0103619817788205 0.355246184962509 0.18513177825154 0.00562354053693271 "2R" "Auto"
"1219" 1219 "LOC110191668" 4.47044056127696e-05 7.90688025995423 9.30161445708047 -1.39473419712624 "F" 2.93416931918143e-138 8.40846810850906 9.69080781092309 -1.28233970241403 "F" 0.000142280705908097 8.30173183853018e-138 -0.11239449471221 0.919415115121009 0.501587848554831 0.38919335384262 0.112394494712211 0.226560301220557 0.149433871951721 "2R" "Auto"
"1220" 1220 "LOC110191634" 0.407395801728433 4.69871008741565 4.7498942776223 -0.051184190206647 "U" 0.517929645162407 5.21052865824246 5.23281411562226 -0.0222854573798035 "U" 0.419681497576901 0.522832650630236 -0.0288987328268435 0.435397283611013 0.51181857082681 0.48291983799996 0.0288987328268497 0.389026654811978 0.363105704324449 "2R" "Auto"
"1221" 1221 "LOC110191565" 3.51130203996034e-05 3.70225629408954 1.71066011870736 1.99159617538218 "M" 1.05436443426558e-96 4.43671984572085 2.8988091208402 1.53791072488066 "M" 0.000121899183446225 1.89478245292409e-96 -0.45368545050152 0.772200079459151 0.73446355163131 1.18814900213284 -0.45368545050153 0.708509596474069 2.48055662660683 "2R" "Auto"
"1222" 1222 "LOC110191549" 3.90314546308076e-05 9.15151300915785 10.2174732927749 -1.06596028361705 "F" 4.29388956284897e-143 9.71140110929753 10.8813336409611 -1.16993253166354 "F" 0.000130396785982939 1.29423539115513e-142 0.10397224804649 1.0975385759155 0.55988810013968 0.663860348186201 -0.103972248046521 0.21849942797882 0.232046587939435 "2R" "Auto"
"1223" 1223 "LOC110191563" 3.68039786859129e-05 9.40393098423846 10.0125566908959 -0.608625706657401 "U" 7.26129300669967e-148 9.63493041806125 10.5288499043277 -0.893919486266421 "U" 0.000125777477613919 2.3273299397184e-147 0.28529377960902 1.46875078802679 0.23099943382279 0.516293213431799 -0.28529377960901 0.0877290549368429 0.184159190365594 "2R" "Auto"
"1224" 1224 "LOC110191635" 0.00638162824429759 7.69741763771526 8.25247379364986 -0.555056155934603 "U" 7.06877855361548e-81 8.38651836149494 9.22337975481437 -0.836861393319426 "U" 0.00791534556362029 1.12618073019543e-80 0.281805237384823 1.50770581385647 0.68910072377968 0.97090596116451 -0.28180523738483 0.319727229225586 0.420179618448646 "2R" "Auto"
"1225" 1225 "LOC110191618" 0.287238872132709 5.51650414370164 5.59136810780775 -0.0748639641061049 "U" 0.179049627805633 5.9401656245095 5.8937956469153 0.0463699775941988 "U" 0.298512042670777 0.182401318488801 -0.0284939865119061 -0.619389824568714 0.423661480807859 0.302427539107549 0.12123394170031 0.274281805606627 0.193172463899719 "2R" "Auto"
"1226" 1226 "LOC110191548" 0.000116139112648221 5.96284532215861 6.527640435827 -0.564795113668385 "U" 2.79639759249611e-84 5.55468633958674 5.91751082940629 -0.362824489819546 "U" 0.000274304169239519 4.57523810955563e-84 -0.201970623848839 0.642400192634414 -0.408158982571869 -0.61012960642071 0.20197062384884 -0.244465615538504 -0.333816534483999 "2R" "Auto"
"1227" 1227 "LOC110191547" 0.591456946473067 7.03398287174194 6.97616139816909 0.0578214735728446 "U" 0.000372652040180349 7.217528537193 7.28141471028633 -0.0638861730933256 "U" 0.602917809665285 0.000391140895060273 0.006064699520481 -1.1048866302731 0.18354566545106 0.30525331211724 -0.12170764666618 0.0931933224329062 0.156273678058085 "2R" "Auto"
"1228" 1228 "LOC110191625" 9.0300891499042e-06 9.29973150126718 7.25248208284105 2.04724941842613 "M" 4.92050687337819e-110 9.38950162931532 8.18235237466134 1.20714925465398 "M" 5.53381921906486e-05 1.0027820180224e-109 -0.84010016377215 0.589644448687646 0.0897701280481407 0.92987029182029 -0.840100163772149 0.0344749308222764 0.457907415695217 "2R" "Auto"
"1229" 1229 "LOC110191684" 4.91444435780167e-05 6.15567401480132 7.60904455374042 -1.45337053893911 "F" 5.40096080383842e-152 6.45761190405414 7.50560326616238 -1.04799136210824 "F" 0.000151455485407106 1.84178831906175e-151 -0.40537917683087 0.72107651423375 0.30193788925282 -0.10344128757804 0.40537917683086 0.175179777532317 -0.0485518473853549 "2R" "Auto"
"1230" 1230 "LOC110191683" 9.47414675903341e-05 6.84912976053711 7.33563783939645 -0.486508078859345 "U" 9.96966641040891e-44 7.23338020747016 7.53374902363445 -0.300368816164294 "U" 0.000236367988718643 1.28023820414218e-43 -0.186139262695051 0.617397386017785 0.384250446933049 0.198111184238 0.18613926269505 0.200364582471171 0.0964524093470455 "2R" "Auto"
"1231" 1231 "LOC110191543" 0.0017156575159108 7.05555093959415 7.59579062934575 -0.540239689751595 "U" 1.3899847407706e-10 7.19828759067303 7.3230963462653 -0.124808755592267 "U" 0.00241194609977768 1.52444330638232e-10 -0.415430934159328 0.231024780222376 0.14273665107888 -0.27269428308045 0.41543093415933 0.0722514454530273 -0.128216824473299 "2R" "Auto"
"1232" 1232 "LOC110191611" 8.97743748805463e-06 5.04762441374278 6.90690947730403 -1.85928506356125 "F" 2.17228063262593e-154 5.39365647860858 6.6250544078526 -1.23139792924402 "F" 5.53095276759423e-05 7.60153723816018e-154 -0.62788713431723 0.662296467269745 0.3460320648658 -0.28185506945143 0.62788713431723 0.24483374787701 -0.145741775152631 "2R" "Auto"
"1233" 1233 "LOC110191631" 0.000122319396275764 4.82235900520678 2.23954232674889 2.58281667845789 "M" 1.76485955742401e-143 4.80199365980541 2.95397188721684 1.84802177258858 "M" 0.000285389850156414 5.3522316555084e-143 -0.73479490586931 0.715506364815628 -0.0203653454013706 0.71442956046795 -0.734794905869321 -0.0150825304285589 1.13931052521451 "2R" "Auto"
"1234" 1234 "LOC110191615" 0.00100489798850004 7.55139757263519 7.12012122497408 0.431276347661106 "U" 3.12715152530664e-79 6.90059722706734 6.46542399798713 0.435173229080219 "U" 0.00152463949764542 4.92247210975358e-79 0.00389688141911299 1.00903569472392 -0.650800345567849 -0.654697226986951 0.00389688141910138 -0.307795600231588 -0.328393900639629 "2R" "Auto"
"1235" 1235 "LOC110191562" 0.000811802271246338 5.19225302373732 4.25604256873106 0.93621045500626 "U" 9.13186993345751e-149 5.06325732897563 4.19241113298862 0.870846195987012 "U" 0.00127001025424363 2.95205184944339e-148 -0.065364259019248 0.930182088151525 -0.12899569476169 -0.0636314357424403 -0.0653642590192494 -0.0887281316524849 -0.0533958775039529 "2R" "Auto"
"1236" 1236 "LOC110191534" 0.0053424685843479 4.391463707221 3.59791509077239 0.793548616448605 "U" 5.13585624141001e-53 4.00529427673753 3.33409808986287 0.671196186874657 "U" 0.00673011168567837 6.92888384355726e-53 -0.122352429573948 0.845816088595156 -0.38616943048347 -0.26381700090952 -0.12235242957395 -0.314058507456898 -0.261874877785008 "2R" "Auto"
"1237" 1237 "LOC110191532" 0.000500018605924048 8.11262173645619 7.3156368155927 0.796984920863498 "U" 2.03016892734765e-82 8.41994454837389 7.86775739615622 0.552187152217674 "U" 0.00085090507210409 3.27407786750466e-82 -0.244797768645824 0.692845169039589 0.3073228119177 0.55212058056352 -0.24479776864582 0.135293066383506 0.269540337499454 "2R" "Auto"
"1238" 1238 "LOC110191536" 0.000409363225069668 5.25873924948886 6.4782619377605 -1.21952268827164 "F" 1.06059791516028e-181 5.22331543948965 6.48641691274397 -1.26310147325432 "F" 0.000724766706085876 5.6933184683876e-181 0.0435787849826801 1.03573429621424 -0.0354238099992097 0.00815497498347018 -0.0435787849826799 -0.024057782890135 0.00449579083634876 "2R" "Auto"
"1239" 1239 "LOC110191533" 1.16949205153331e-05 4.98022466899118 2.54234869719236 2.43787597179883 "M" 1.61799852278438e-154 5.24073310410963 3.31050081183698 1.93023229227265 "M" 6.36445639906852e-05 5.67197971714418e-154 -0.50764367952618 0.791768045052921 0.260508435118449 0.76815211464462 -0.507643679526171 0.186816324587348 1.0790810924067 "2R" "Auto"
"1240" 1240 "LOC110191539" 0.0032144981180852 5.98928757189455 6.15531009126746 -0.166022519372908 "U" 0.00228157362437467 6.10504287184095 6.14970786250279 -0.0446649906618388 "U" 0.00423183260757596 0.00237957936425331 -0.121357528711069 0.269029712538668 0.115755299946399 -0.00560222876466998 0.121357528711069 0.0690252021730997 -0.00325052021379177 "2R" "Auto"
"1241" 1241 "LOC110191540" 0.000176369204133226 8.49587536761556 7.40247185494792 1.09340351266764 "M" 5.40419005501746e-107 7.926872223031 7.27562770664684 0.651244516384157 "U" 0.000375331550651372 1.0695877533018e-106 -0.442158996283483 0.595612240896573 -0.569003144584559 -0.12684414830108 -0.442158996283479 -0.239193020126935 -0.0611977761263892 "2R" "Auto"
"1242" 1242 "LOC110191567" 0.000892509476993194 6.32564812640109 4.51429398995009 1.811354136451 "M" 3.60547671324497e-59 5.79152204501809 4.78588798573352 1.00563405928457 "M" 0.00137473985612986 5.02132311052172e-59 -0.80572007716643 0.555183571808281 -0.534126081383 0.27159399578343 -0.80572007716643 -0.301564853067749 0.214868273650055 "2R" "Auto"
"1243" 1243 "LOC110191613" 0.00415632566113809 5.46577622276693 5.81747422214801 -0.351697999381078 "U" 1.08190652950387e-34 5.74823710001 5.93078123558537 -0.182544135575371 "U" 0.0053538305243292 1.32567149445886e-34 -0.169153863805707 0.519036604975332 0.28246087724307 0.11330701343736 0.169153863805709 0.184564608242597 0.0695607560395881 "2R" "Auto"
"1244" 1244 "LOC110191617" 8.47289185741885e-06 2.31049158463224 4.74434399963393 -2.43385241500169 "F" 3.72508746724946e-195 2.71976223788163 4.87007896073737 -2.15031672285574 "F" 5.36593817390788e-05 2.51666654144396e-194 -0.28353569214595 0.883503333892268 0.40927065324939 0.12573496110344 0.28353569214595 0.632627668581084 0.0946502683083128 "2R" "Auto"
"1245" 1245 "LOC110191544" 6.94158970551131e-07 3.95650756664345 6.12616010048166 -2.16965253383821 "F" 2.62623314751789e-182 4.26155271920875 6.14651228636894 -1.8849595671602 "F" 2.37105663013577e-05 1.43020053602924e-181 -0.28469296667801 0.868784073837678 0.3050451525653 0.0203521858872797 0.28469296667802 0.275355715892576 0.0118649165181206 "2R" "Auto"
"1246" 1246 "LOC110191612" 0.073886127812236 6.11092858679371 5.95903633021571 0.151892256577995 "U" 0.935458256364057 6.12811814655286 6.12534260863696 0.00277553791590446 "U" 0.0805297561555738 0.936882992888536 -0.149116718662091 0.0182730705200844 0.0171895597591503 0.16630627842125 -0.1491167186621 0.0100461466669371 0.0996723230818274 "2R" "Auto"
"1247" 1247 "LOC110191629" 0.029023889203916 5.672581940757 6.05312795781226 -0.380546017055257 "U" 7.15292972820736e-35 6.14412439067424 6.57321508603526 -0.429090695361019 "U" 0.0328684715424944 8.76728308252319e-35 0.048544678305762 1.12756585571808 0.47154244991724 0.520087128223 -0.0485446783057606 0.296880714260977 0.306858543601511 "2R" "Auto"
"1248" 1248 "LOC110191616" 0.000240910437398672 4.75795600882287 3.88846449892876 0.869491509894117 "U" 1.07420151848963e-41 4.957322028234 4.54586231214919 0.411459716084812 "U" 0.000475850878976951 1.36388160617887e-41 -0.458031793809305 0.473218785235658 0.19936601941113 0.65739781322043 -0.4580317938093 0.149648608893517 0.60379857745311 "2R" "Auto"
"1249" 1249 "LOC110191621" 0.000211089940035641 4.20665142273827 1.92185598817946 2.28479543455881 "M" 1.16755228746783e-102 3.96559903000044 2.49530490767173 1.47029412232871 "M" 0.000428580308695614 2.22325171341907e-102 -0.8145013122301 0.643512368805403 -0.24105239273783 0.57344891949227 -0.8145013122301 -0.20465242210982 1.06565313318278 "2R" "Auto"
"1250" 1250 "LOC110191622" 0.00133449642086668 5.49517369162404 3.99166916234797 1.50350452927608 "M" 8.20245101450433e-113 5.82666848943122 4.65517472726958 1.17149376216164 "M" 0.00193646768243085 1.72005158000143e-112 -0.33201076711444 0.779175412744317 0.33149479780718 0.66350556492161 -0.332010767114431 0.215445417853318 0.593652087756946 "2R" "Auto"
"1251" 1251 "LOC110191553" 0.0159037511611923 6.0885542512102 4.10602018300843 1.98253406820177 "M" 1.62151976799497e-54 7.15347872144963 5.1056007632427 2.04787795820692 "M" 0.0185948289247249 2.20192952835111e-54 0.0653438900051502 1.03295978165178 1.06492447023943 0.99958058023427 0.0653438900051588 0.624664168619433 0.86943816264395 "2R" "Auto"
"1252" 1252 "LOC110191552" 0.000790662808089065 7.64674659803726 5.57073447115508 2.07601212688217 "M" 1.29920427273501e-74 7.77707535971438 6.19148073773202 1.58559462198236 "M" 0.00124112198500712 1.98106684370086e-74 -0.49041750489981 0.763769441156234 0.13032876167712 0.62074626657694 -0.49041750489982 0.0608703135595005 0.397963852619387 "2R" "Auto"
"1253" 1253 "LOC110191557" 0.000396857343260055 8.32987588489573 6.46320470040807 1.86667118448765 "M" 1.09260043538222e-106 8.6323594820432 6.92059699269564 1.71176248934757 "M" 0.0007067482048443 2.15327423466561e-106 -0.15490869514008 0.917013399881352 0.30248359714747 0.45739229228757 -0.1549086951401 0.129689634775931 0.252745190156811 "2R" "Auto"
"1254" 1254 "LOC110191646" 0.000109580177553521 6.42614007405564 4.30148830952965 2.12465176452599 "M" 1.37728003533218e-95 6.98060576795207 5.22631608958431 1.75428967836776 "M" 0.000263065768504665 2.4494290644143e-95 -0.37036208615823 0.825683393230863 0.55446569389643 0.92482778005466 -0.370362086158231 0.308153043388131 0.767863613628939 "2R" "Auto"
"1255" 1255 "LOC110191589" 0.0029830695562327 7.05735290250666 8.521704640057 -1.46435173755033 "F" 1.07927858826107e-26 5.92437255138363 6.49938046825333 -0.5750079168697 "U" 0.00395288024655453 1.27627563913803e-26 -0.88934382068063 0.392670628322956 -1.13298035112303 -2.02232417180367 0.889343820680639 -0.573353558021842 -0.847551825948046 "2R" "Auto"
"1256" 1256 "LOC110191599" 0.288918260375696 3.61089120048812 3.75689242518507 -0.146001224696948 "U" 0.022468378319564 4.18568630341243 4.10198760326565 0.0836987001467797 "U" 0.30021780255789 0.0231822663859414 -0.0623025245501683 -0.573273959314461 0.57479510292431 0.34509517808058 0.22969992484373 0.568513294730011 0.328059108266455 "2R" "Auto"
"1257" 1257 "LOC110191592" 2.84590461048924e-05 5.07572960093808 7.56597514580641 -2.49024554486833 "F" 6.738698309573e-178 4.31781733103503 6.40649851336467 -2.08868118232964 "F" 0.000106785702716931 3.38263793644024e-177 -0.40156436253869 0.838745073406035 -0.757912269903049 -1.15947663244174 0.401564362538691 -0.533288758106375 -0.547317152541988 "2R" "Auto"
"1258" 1258 "LOC110191651" 0.0002548599362639 5.87140503682394 4.10055684887491 1.77084818794903 "M" 1.01684115328411e-94 6.0584630298972 5.02758585483158 1.03087717506562 "M" 0.00049779696956892 1.79304883588043e-94 -0.73997101288341 0.582137521488822 0.18705799307326 0.92702900595667 -0.73997101288341 0.113782690307687 0.807406896291435 "2R" "Auto"
"1259" 1259 "LOC110191650" 0.000427821845603496 7.30438843816474 5.57140596150957 1.73298247665516 "M" 2.67933501399771e-89 7.50398635096407 6.07488984366094 1.42909650730313 "M" 0.000750376124395907 4.53704562134247e-89 -0.30388596935203 0.824645676776512 0.199597912799329 0.50348388215137 -0.303885969352041 0.0975919742773345 0.322747388072573 "2R" "Auto"
"1260" 1260 "LOC110191541" 6.54301929019133e-05 5.31168763748918 6.05990849976402 -0.748220862274843 "U" 5.02751059789659e-70 5.05796592627932 5.70645386114757 -0.648487934868256 "U" 0.00018315347718659 7.45435665689628e-70 -0.099732927406587 0.866706566957562 -0.25372171120986 -0.35345463861645 0.0997329274065901 -0.170595304251546 -0.208309745123694 "2R" "Auto"
"1261" 1261 "LOC110191542" 3.04917628453194e-05 2.25826490759003 6.68228324802669 -4.42401834043666 "F" 2.94995803040922e-272 2.35657688454886 6.58703962129706 -4.23046273674819 "F" 0.00011084002254207 1.13551799111996e-270 -0.193555603688471 0.956248914720962 0.0983119769588301 -0.0952436267296299 0.19355560368846 0.155479634937557 -0.0509041291910408 "2R" "Auto"
"1262" 1262 "LOC110191628" 3.33791206648559e-06 5.74137931907902 7.28679561516145 -1.54541629608244 "F" 1.11159241119829e-163 5.56546472084405 6.62535251357196 -1.05988779272791 "F" 3.58360056008677e-05 4.46390621718357e-163 -0.48552850335453 0.685826722168439 -0.175914598234971 -0.66144310158949 0.485528503354519 -0.109427785093379 -0.324188699141755 "2R" "Auto"
"1263" 1263 "LOC110191573" 0.0170330380645345 4.2832326319981 3.94523605983245 0.337996572165652 "U" 6.30250994910045e-52 3.8851600859116 3.46477117709908 0.42038890881252 "U" 0.0198446335991793 8.45944990786726e-52 0.082392336646868 1.24376678177224 -0.3980725460865 -0.48046488273337 0.08239233664687 -0.331919320462273 -0.434941276957432 "2R" "Auto"
"1264" 1264 "LOC110191570" 0.000146736798707168 7.50915377289942 6.14445632859025 1.36469744430917 "M" 7.07941683799459e-121 6.90099662865976 5.68312772200733 1.21786890665243 "M" 0.0003264449051588 1.62300053075582e-120 -0.14682853765674 0.892409458031141 -0.60815714423966 -0.46132860658292 -0.146828537656741 -0.289245614957927 -0.268144499408557 "2R" "Auto"
"1265" 1265 "LOC110191578" 0.00108374900228032 5.06068275293172 4.18274311728539 0.87793963564633 "U" 4.34770381266799e-136 5.02811829259118 4.23090323263514 0.797215059956041 "U" 0.00162737647516537 1.20547191798184e-135 -0.080724575690289 0.90805224822677 -0.0325644603405406 0.0481601153497504 -0.080724575690291 -0.0229814137244593 0.0411214380468631 "2R" "Auto"
"1266" 1266 "LOC110191577" 7.92796576793886e-06 5.91386008600429 4.9000144722883 1.013845613716 "M" 6.28741015284835e-222 6.11576632440039 5.09906369253405 1.01670263186634 "M" 5.22200149205389e-05 6.83387789478324e-221 0.00285701815034001 1.00281800119435 0.2019062383961 0.19904922024575 0.00285701815035022 0.121932832037071 0.145079178097665 "2R" "Auto"
"1267" 1267 "LOC110191574" 0.000141814875637419 9.54544131543319 8.69858680712951 0.846854508303679 "U" 1.90493451665268e-32 8.18263014159618 7.66164743934393 0.52098270225225 "U" 0.00031859898480966 2.31651075218158e-32 -0.325871806051429 0.615197412476226 -1.36281117383701 -1.03693936778558 -0.325871806051429 -0.509896043866959 -0.425742131114122 "2R" "Auto"
"1268" 1268 "LOC110191572" 0.000122524683733304 4.28983686552226 3.0224458440791 1.26739102144316 "M" 0.000192988883504284 4.40304884631837 4.27947452316706 0.123574323151306 "U" 0.000285455332040596 0.000203131289813566 -1.14381669829185 0.0975029182474353 0.11321198079611 1.25702867908796 -1.14381669829185 0.0942526523777321 1.4853494061422 "2R" "Auto"
"1269" 1269 "LOC110191568" 0.00034931057973375 4.15450664276928 4.69617014879706 -0.541663506027772 "U" 1.56154303535563e-58 4.11114365241188 4.4548362921367 -0.343692639724824 "U" 0.000637320181428675 2.16710096587958e-58 -0.197970866302948 0.634513191123498 -0.0433629903573998 -0.24133385666036 0.197970866302961 -0.0372770670554924 -0.183533944388842 "2R" "Auto"
"1270" 1270 "LOC110191569" 0.243213206973808 8.09874047711688 8.04363519412074 0.055105282996136 "U" 1.56427537923371e-25 7.95889164618319 7.78485638327268 0.174035262910507 "U" 0.254063465214498 1.84344340166267e-25 0.118929979914371 3.15823190532767 -0.13984883093369 -0.258778810848059 0.118929979914369 -0.0616713317198765 -0.114899546839045 "2R" "Auto"
"1271" 1271 "LOC110191580" 1.89231118958677e-06 5.38153816423653 6.78274802964243 -1.4012098654059 "F" 4.0524477855331e-186 5.65350075525121 6.86365261805618 -1.21015186280497 "F" 2.89783634312901e-05 2.36697745933691e-185 -0.19105800260093 0.863647832264166 0.27196259101468 0.08090458841375 0.19105800260093 0.180486496289183 0.0425999841594836 "2R" "Auto"
"1272" 1272 "LOC110191579" 0.00033799122033698 4.55810234668115 5.16564218919449 -0.607539842513343 "U" 8.28415859919323e-121 4.33561522452924 5.23166251456727 -0.896047290038035 "U" 0.000621610152739576 1.89809220401376e-120 0.288507447524692 1.47487823404496 -0.22248712215191 0.0660203253727794 -0.288507447524689 -0.174326244650213 0.045645220418978 "2R" "Auto"
"1273" 1273 "LOC110191583" 2.16180154312439e-05 7.64133176936031 6.22447743831727 1.41685433104304 "M" 3.33919991624096e-133 7.30085098561048 6.06326315710794 1.23758782850255 "M" 9.10799219871069e-05 8.90791972246701e-133 -0.17926650254049 0.873475699927091 -0.34048078374983 -0.16121428120933 -0.1792665025405 -0.159134930377239 -0.0925001810576043 "2R" "Auto"
"1274" 1274 "LOC110191585" 0.0493287214867791 8.76869012666436 8.53863369400713 0.230056432657229 "U" 3.39783148903597e-23 8.68284981360085 8.3676260367355 0.315223776865352 "U" 0.0545554227403187 3.96221195211805e-23 0.085167344208123 1.37020196837972 -0.0858403130635104 -0.17100765727163 0.08516734420812 -0.0349621827464458 -0.0715268572232601 "2R" "Auto"
"1275" 1275 "LOC110191581" 0.000143217351482201 3.16080951527415 4.75955169659116 -1.59874218131701 "F" 4.94736847594025e-104 2.63497487928798 3.78480257221136 -1.14982769292338 "F" 0.000321150361053154 9.53350052347851e-104 -0.44891448839363 0.719207703631224 -0.52583463598617 -0.9747491243798 0.44891448839363 -0.59414552940716 -0.731423271498092 "2R" "Auto"
"1276" 1276 "LOC110191586" 0.0521388031372472 7.42508865159088 7.52631909024362 -0.101230438652743 "U" 0.343448021581778 7.04434346680078 7.06023727910478 -0.0158938123040029 "U" 0.057526187857385 0.348527306880377 -0.0853366263487401 0.157006257362219 -0.3807451847901 -0.46608181113884 0.0853366263487398 -0.183136430445428 -0.221167595602241 "2R" "Auto"
